country,description,designation,points,province,taster_name,taster_twitter_handle,title,variety,winery
US,"This wine shines with notes of smoked meat, mineral, dark coffee and earthy funk. The flavors are dense, rich and voluptuous, while retaining an exquisite sense of balance. It's an exclamation point of a wine that's approachable now.",Arnaut Boushey Vineyard,95,Washington,Sean P. Sullivan,@wawinereport,Avennia 2012 Arnaut Boushey Vineyard Syrah (Yakima Valley),Syrah,Avennia
US,"A single-barrel reserve, this wine is compact and concentrated—a perfectly melded blend of fruit, barrel and acidity. It's a refined, beautifully polished wine, with just a touch of butterscotch wrapped into the finish. Drink now through 2030. If enjoyed soon, give it some time in the decanter to open up.",Latifeh,96,Oregon,Paul Gregutt,@paulgwine ,Ayoub 2013 Latifeh Pinot Noir (Willamette Valley),Pinot Noir,Ayoub
US,"Bright raspberry and strawberry flavors kick off this well-balanced effort. It's buoyed by ample natural acidity and adorned with highlights of pastry and baking spices. It expands gracefully as it breathes, adding volume and density. Give this extra cellar time. It should drink best from 2018–2030.",Estate Vineyard,95,Oregon,Paul Gregutt,@paulgwine ,Ayoub 2014 Estate Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Ayoub
US,"Sanguine, dense and thick, this offers an intriguing nose of black pepper and garrigue that conveys a sense of adventure and romance. Its leathery texture never becomes overly weighty, though the fruit and oak are plenty generous. An ideal partner for an equally beautiful steak, its structure suggests time in the cellar will only add to the experience; drink through 2022.",Blend 26,95,California,Virginie Boone,@vboone,B Cellars 2012 Blend 26 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,B Cellars
US,"Hailing from the vineyard that surrounds the historic Mt. Carmel monastery and vineyard, this weaves together aromas of buttered black cherries, Dr Pepper, black slate and the slightest tinge of dried herbs. From that hedonistic nose, the blackberry-laced palate tightens around pencil shavings, black-tea leaves, graphite, eucalyptus and sagebrush—an utterly balanced experience between savory and sweet.",Slice of Heaven,95,California,Matt Kettmann,@mattkettmann,Babcock 2013 Slice of Heaven Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock
Italy,"New leather, mature black-skinned fruit, tilled soil and a touch of dark spice are some of the aromas you'll find on this fantastic, full-bodied red. The big, velvety palate shows power and finesse, offering mouthfuls of juicy wild cherry, black raspberry, licorice, Mediterranean herb and a note of exotic spice framed in firm, ripe tannins. It's already balanced and delicious, but hold for more complexity. Drink 2020–2035.",Nello Riserva,98,Tuscany,Kerin O’Keefe,@kerinokeefe,Baricci 2010 Nello Riserva  (Brunello di Montalcino),Sangiovese,Baricci
France,"This Champagne is produced for the Bordeaux Rothschild families to serve at events in their chateaus (Mouton, Lafite, Clarke). It is a beautiful wine that manages to be both rich and tightly textured with minerality, crisp apple flavor and a hint of toast balances all elements so well. A limited amount is available outside the family circuit. Drink now.",Blanc de Blancs Vintage Brut,96,Champagne,Roger Voss,@vossroger,Barons de Rothschild 2006 Blanc de Blancs Vintage Brut Chardonnay (Champagne),Chardonnay,Barons de Rothschild
Portugal,"A hugely dense wine, with immense ripe black fruit and dusty tannins. The wine is balanced, rich and structured at the same time. Powered by a dark core, the wine has weight, intensity and a solid long-term future.",Vintage,96,Port,Roger Voss,@vossroger,Barão de Vilar 2011 Vintage  (Port),Port,Barão de Vilar
Italy,"Enticing scents of ripe berry, underbrush, grilled herb and eucalyptus mingle together along with an underlying fragrance of rose petal. Elegant and fresh, the impeccably balanced palate delivers tart red cherry, cake spice, white pepper and mineral nuances alongside polished tannins. Drink 2018–2028.",Simposio,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Bel Colle 2012 Simposio  (Barolo),Nebbiolo,Bel Colle
Italy,"This stunning, full-bodied wine is in the running as one of the best white wines in Italy. It's perfumed with acacia flower, Spanish broom, beeswax, flint and tree fruit. The delicious palate delivers green apple, Anjou pear and mineral sensations of mesmerizing depth. It will develop even more complexity over time. Drink through 2025.",Pietramarina Bianco Superiore,95,Sicily & Sardinia,Kerin O’Keefe,@kerinokeefe,Benanti 2010 Pietramarina Bianco Superiore  (Etna),Carricante,Benanti
US,"Thickly concentrated at first, this wine settles in the glass to share a wealth of juicy black-cherry flavor that's impressively accented in black tea and cola spice. Medium bodied, it feels sublime on the palate and holds its ripeness in check, allowing a simmering acidity to speak.",Bella Una,95,California,Virginie Boone,@vboone,Benovia 2014 Bella Una Pinot Noir (Russian River Valley),Pinot Noir,Benovia
US,"From an estate vineyard planted high atop the Sebastopol Hills near Freestone, this wine impresses from start to finish. It shows unique white pepper and floral aromas, while a seamless texture supports its succulent cranberry and cherry flavors, a long, lingering accent of nutmeg spice rounding out the finish.",Tilton Hill,95,California,Virginie Boone,@vboone,Benovia 2014 Tilton Hill Pinot Noir (Sonoma Coast),Pinot Noir,Benovia
US,"With a persistence of lightly-toasted oak, this youthful wine offers intense luxury. A gritty, stony texture complements its delicious aspects of lemon rind and anise. Green apple, ocean spray and an underlying streak of dried herb provide additional complexity and length.",Three Sisters,95,California,Virginie Boone,@vboone,Benovia 2015 Three Sisters Chardonnay (Fort Ross-Seaview),Chardonnay,Benovia
US,"Sourced entirely from the biodynamic estate vineyard, this extraordinary wine delivers compact, complex, detailed aromas and flavors in perfect proportion. The blueberry and cherry fruit is wreathed in dried herbs and flowers. Fourteen months in French oak, roughly half new, adds a thread of vanilla bean. Loads of dried extract, polished tannins and moist earth bring in more nuances.",Bergström Vineyard,95,Oregon,Paul Gregutt,@paulgwine ,Bergström 2009 Bergström Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Bergström
US,"An astonishing wine, creamy and loaded with lush fruit flavors. The tropical fruits are just the beginning; layer upon layer of marshmallow, whipped cream, brioche, butterscotch, buttered nuts, toast and more keep piling on. With all that richness, it remains a billowy, pillowy Chardonnay, light as a feather, yet deep and dreamy.",Sigrid,95,Oregon,Paul Gregutt,@paulgwine ,Bergström 2009 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergström
US,"Bergström's Sigrid is one of the finest Chardonnays made in Oregon. Racy and refined, it shows Burgundian finesse, toast and acidity. As in other top tier wines from the Northwest, the fruit has a certain vibrancy that shouts “New World.” Peach, apple and pear flavors abound.",Sigrid,95,Oregon,Paul Gregutt,@paulgwine ,Bergström 2010 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergström
US,"When a winery this good puts their name on a particular, prized vineyard, it pretty much guarantees you a great flavor ride. It pays off here, with this sophisticated Pinot Noir that carries itself with seamless authority. Red plum, black cherry and a dusting of baking spices all converge in a complex and delicious wine that pins the hedonism meter.",Bergström Vineyard,95,Oregon,Paul Gregutt,@paulgwine ,Bergström 2013 Bergström Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Bergström
US,"The Sigrid never fails to deliver lush fruit and hedonistic barrel flavors. However in cooler years, when the alcohol falls below 14%, it has something extra when details of skin and flower emerge as well. This is a wine of power and finesse, with juicy pear and peach, supple acids, brioche and toasted biscuit, underscored with refreshing minerality. Drink now through 2025.",Sigrid,95,Oregon,Paul Gregutt,@paulgwine ,Bergström 2013 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergström
US,"Intensely fragrant from the moment the cork is pulled, this exceptional wine (formerly bottled as de Lancellotti vineyard) bursts out of the glass with sweet baking spices, sandalwood and tart red fruits. The structure and balance, along with its impressive concentration and length, mark this as a wine to cellar. Drink now through 2030.",Silice,95,Oregon,Paul Gregutt,@paulgwine ,Bergström 2013 Silice Pinot Noir (Chehalem Mountains),Pinot Noir,Bergström
US,"Bob Betz calls this his first-ever “reserve style” wine from Bordeaux varieties. It started with a single barrel of Red Willow Cabernet Franc and evolved into this six-barrel blend. Le Parrain opens with whiffs of smoke, gun metal and rock weaving through the dense red fruits. Pipe tobacco and licorice flavors come into play from the barrel aging. As the wine slowly opens, the flavors expand and blend, and the textural quality that Betz refers to expresses itself in a graceful, three-dimensional finish.",Le Parrain Red Wine,96,Washington,Paul Gregutt,@paulgwine ,Betz Family 2005 Le Parrain Red Wine Red (Columbia Valley (WA)),Red Blend,Betz Family
US,"The fragrance is almost otherworldly; sweet, dense and lightly lifted. This is a sinewy wine, that begins with compact power and focused, tart red fruits—predominantly raspberry and currant. At first juicy and tart, with hours of breathing time the wine broadens out into a wider spectrum of Cabernet fruits; cassis, blackberry and black cherry.",Père de Famille,97,Washington,Paul Gregutt,@paulgwine ,Betz Family 2005 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
US,"Toasty, dense, dark and complex, this is suffused with a complex mix of coffee, earth, butterscotch, cherry and mineral, with an underlayer of game, roasted almond, herb and earth. Still a baby, young and tight, it opens out with decanting, turning silky and supple. The balance is impeccable, and herbal nuances are preserved, despite the 14.7% alcohol.",La Serenne,95,Washington,Paul Gregutt,@paulgwine ,Betz Family 2006 La Serenne Syrah (Columbia Valley (WA)),Syrah,Betz Family
US,"Seductive and complex, the inviting aromas mix incense, blueberries, cassis, licorice and threads of herb and graphite. Flavors are wrapped tightly and unfold gracefully through a long finish. The herbal side of Cabernet is noted without being intrusive. Classic, deep and expressive.",Père de Famille,95,Washington,Paul Gregutt,@paulgwine ,Betz Family 2008 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
US,"A blend of 65% Merlot, 29% Cabernet Sauvignon and 6% Petit Verdot, this is slightly more open and accessible than the companion Cabernet Sauvignon, but it's clearly structured for cellaring. The plump, expressive midpalate opens generously and spreads fully across the tongue, offering notes of cherry, cassis, licorice and pepper.",Clos de Betz Red Wine,95,Washington,Paul Gregutt,@paulgwine ,Betz Family 2009 Clos de Betz Red Wine Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Betz Family
US,"A portion of the Cabernet Sauvignon is sourced from vines planted in 1973, with additions of 10% Petit Verdot and 8% Merlot. It's an exceptionally fine-tuned blend, with pinpoint fruit flavors, sappy acids and complementary barrel notes. The classic structure, which is the hallmark of all Betz wines, suggests a long life ahead.",Père de Famille,96,Washington,Paul Gregutt,@paulgwine ,Betz Family 2009 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
US,"As good as any Père de Famille to date, this brilliantly crafted wine jumps from the glass immediately with a rainbow of blue, purple and black fruits. The scents and flavors are dense and seamless, the tannins polished and graceful, and the barrel aging puts the last dabs of paint on a winemaking masterpiece.",Père de Famille,97,Washington,Paul Gregutt,@paulgwine ,Betz Family 2010 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
US,"Intriguing scents focus upon chamomile and Mediterranean herbs, while the fruit flavors are wild and brambly. Cherry candy and red licorice play broadly across the palate, lingering through a beautifully balanced and extended finish.",Père de Famille,95,Washington,Paul Gregutt,@paulgwine ,Betz Family 2011 Père de Famille Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Betz Family
